Migrant region one year ago code,Migrant region one year ago label,Migration Region (outflow) (3 categories) code,Migration Region (outflow) (3 categories) label,Ethnic group (6 categories) code,Ethnic group (6 categories) label,National Statistics Socio-economic Classification (NS-SeC) (10 categories) code,National Statistics Socio-economic Classification (NS-SeC) (10 categories) label,Count
E12000002,North West,-8,Does not apply,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000002,North West,-8,Does not apply,-8,Does not apply,9,L15: Full-time students,0
E12000002,North West,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,10041
E12000002,North West,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4331
E12000002,North West,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",4858
E12000002,North West,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,2614
E12000002,North West,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,2545
E12000002,North West,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,1090
E12000002,North West,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,2789
E12000002,North West,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,2859
E12000002,North West,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,4703
E12000002,North West,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,9095
E12000002,North West,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,3698
E12000002,North West,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1118
E12000002,North West,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1706
E12000002,North West,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,1016
E12000002,North West,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,651
E12000002,North West,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,358
E12000002,North West,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,1360
E12000002,North West,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,1652
E12000002,North West,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,1357
E12000002,North West,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,3748
E12000002,North West,-8,Does not apply,3,Mixed or Multiple ethnic groups,-8,Does not apply,5503
E12000002,North West,-8,Does not apply,3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1349
E12000002,North West,-8,Does not apply,3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2056
E12000002,North West,-8,Does not apply,3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,1132
E12000002,North West,-8,Does not apply,3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,645
E12000002,North West,-8,Does not apply,3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,424
E12000002,North West,-8,Does not apply,3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,1050
E12000002,North West,-8,Does not apply,3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,1267
E12000002,North West,-8,Does not apply,3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,907
E12000002,North West,-8,Does not apply,3,Mixed or Multiple ethnic groups,9,L15: Full-time students,3604
E12000002,North West,-8,Does not apply,4,White,-8,Does not apply,74947
E12000002,North West,-8,Does not apply,4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",47057
E12000002,North West,-8,Does not apply,4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",82355
E12000002,North West,-8,Does not apply,4,White,3,L7: Intermediate occupations,45275
E12000002,North West,-8,Does not apply,4,White,4,L8 and L9: Small employers and own account workers,30602
E12000002,North West,-8,Does not apply,4,White,5,L10 and L11: Lower supervisory and technical occupations,21319
E12000002,North West,-8,Does not apply,4,White,6,L12: Semi-routine occupations,41790
E12000002,North West,-8,Does not apply,4,White,7,L13: Routine occupations,45069
E12000002,North West,-8,Does not apply,4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,23811
E12000002,North West,-8,Does not apply,4,White,9,L15: Full-time students,64200
E12000002,North West,-8,Does not apply,5,Other ethnic group,-8,Does not apply,2582
E12000002,North West,-8,Does not apply,5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",917
E12000002,North West,-8,Does not apply,5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",846
E12000002,North West,-8,Does not apply,5,Other ethnic group,3,L7: Intermediate occupations,491
E12000002,North West,-8,Does not apply,5,Other ethnic group,4,L8 and L9: Small employers and own account workers,700
E12000002,North West,-8,Does not apply,5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,343
E12000002,North West,-8,Does not apply,5,Other ethnic group,6,L12: Semi-routine occupations,519
E12000002,North West,-8,Does not apply,5,Other ethnic group,7,L13: Routine occupations,1110
E12000002,North West,-8,Does not apply,5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,1785
E12000002,North West,-8,Does not apply,5,Other ethnic group,9,L15: Full-time students,2358
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",-8,Does not apply,-8,Does not apply,0
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",-8,Does not apply,3,L7: Intermediate occupations,0
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",-8,Does not apply,6,L12: Semi-routine occupations,0
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",-8,Does not apply,7,L13: Routine occupations,0
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",-8,Does not apply,9,L15: Full-time students,0
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",-8,Does not apply,918
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1281
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",860
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,407
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,283
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,124
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,373
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,280
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,691
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,2966
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,338
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",380
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",452
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,175
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,92
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,48
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,245
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,208
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,224
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,1175
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",3,Mixed or Multiple ethnic groups,-8,Does not apply,443
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",326
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",378
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,179
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,127
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,56
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,155
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,156
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,156
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",3,Mixed or Multiple ethnic groups,9,L15: Full-time students,1104
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",4,White,-8,Does not apply,3415
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",7670
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",9838
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",4,White,3,L7: Intermediate occupations,4806
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",4,White,4,L8 and L9: Small employers and own account workers,2819
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",4,White,5,L10 and L11: Lower supervisory and technical occupations,1596
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",4,White,6,L12: Semi-routine occupations,3823
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",4,White,7,L13: Routine occupations,4065
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,2596
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",4,White,9,L15: Full-time students,18296
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",5,Other ethnic group,-8,Does not apply,328
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",298
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",186
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",5,Other ethnic group,3,L7: Intermediate occupations,81
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",5,Other ethnic group,4,L8 and L9: Small employers and own account workers,103
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,34
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",5,Other ethnic group,6,L12: Semi-routine occupations,82
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",5,Other ethnic group,7,L13: Routine occupations,125
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,312
E12000002,North West,1,"Outflow: moved out of the area, but within the associated area",5,Other ethnic group,9,L15: Full-time students,517
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",-8,Does not apply,-8,Does not apply,0
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",-8,Does not apply,3,L7: Intermediate occupations,0
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",-8,Does not apply,6,L12: Semi-routine occupations,0
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",-8,Does not apply,7,L13: Routine occupations,0
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",-8,Does not apply,9,L15: Full-time students,0
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",1,"Asian, Asian British or Asian Welsh",-8,Does not apply,32
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",63
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",45
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,14
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,11
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,11
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,15
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,11
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,26
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,118
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,4
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",12
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",16
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,1
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,4
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,2
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,6
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,2
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,2
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,13
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",3,Mixed or Multiple ethnic groups,-8,Does not apply,58
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",25
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",21
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,6
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,13
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,5
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,3
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,26
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,19
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",3,Mixed or Multiple ethnic groups,9,L15: Full-time students,43
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",4,White,-8,Does not apply,730
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1046
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1427
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",4,White,3,L7: Intermediate occupations,678
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",4,White,4,L8 and L9: Small employers and own account workers,635
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",4,White,5,L10 and L11: Lower supervisory and technical occupations,321
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",4,White,6,L12: Semi-routine occupations,725
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",4,White,7,L13: Routine occupations,691
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,449
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",4,White,9,L15: Full-time students,1340
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",5,Other ethnic group,-8,Does not apply,22
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",24
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",12
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",5,Other ethnic group,3,L7: Intermediate occupations,1
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",5,Other ethnic group,4,L8 and L9: Small employers and own account workers,5
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,2
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",5,Other ethnic group,6,L12: Semi-routine occupations,1
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",5,Other ethnic group,7,L13: Routine occupations,8
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,16
E12000002,North West,2,"Outflow: moved out of the associated area, but within England and Wales",5,Other ethnic group,9,L15: Full-time students,56
E12000003,Yorkshire and The Humber,-8,Does not apply,-8,Does not apply,-8,Does not apply,0
E12000003,Yorkshire and The Humber,-8,Does not apply,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000003,Yorkshire and The Humber,-8,Does not apply,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000003,Yorkshire and The Humber,-8,Does not apply,-8,Does not apply,3,L7: Intermediate occupations,0
E12000003,Yorkshire and The Humber,-8,Does not apply,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000003,Yorkshire and The Humber,-8,Does not apply,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000003,Yorkshire and The Humber,-8,Does not apply,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000003,Yorkshire and The Humber,-8,Does not apply,-8,Does not apply,7,L13: Routine occupations,0
E12000003,Yorkshire and The Humber,-8,Does not apply,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000003,Yorkshire and The Humber,-8,Does not apply,-8,Does not apply,9,L15: Full-time students,0
E12000003,Yorkshire and The Humber,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,6683
E12000003,Yorkshire and The Humber,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2619
E12000003,Yorkshire and The Humber,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2979
E12000003,Yorkshire and The Humber,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,1908
E12000003,Yorkshire and The Humber,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,1699
E12000003,Yorkshire and The Humber,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,718
E12000003,Yorkshire and The Humber,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,1886
E12000003,Yorkshire and The Humber,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,1835
E12000003,Yorkshire and The Humber,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,3051
E12000003,Yorkshire and The Humber,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,7200
E12000003,Yorkshire and The Humber,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,2450
E12000003,Yorkshire and The Humber,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",743
E12000003,Yorkshire and The Humber,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1035
E12000003,Yorkshire and The Humber,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,658
E12000003,Yorkshire and The Humber,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,400
E12000003,Yorkshire and The Humber,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,269
E12000003,Yorkshire and The Humber,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,1018
E12000003,Yorkshire and The Humber,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,1283
E12000003,Yorkshire and The Humber,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,1037
E12000003,Yorkshire and The Humber,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,2775
E12000003,Yorkshire and The Humber,-8,Does not apply,3,Mixed or Multiple ethnic groups,-8,Does not apply,4264
E12000003,Yorkshire and The Humber,-8,Does not apply,3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",790
E12000003,Yorkshire and The Humber,-8,Does not apply,3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1430
E12000003,Yorkshire and The Humber,-8,Does not apply,3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,814
E12000003,Yorkshire and The Humber,-8,Does not apply,3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,419
E12000003,Yorkshire and The Humber,-8,Does not apply,3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,304
E12000003,Yorkshire and The Humber,-8,Does not apply,3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,804
E12000003,Yorkshire and The Humber,-8,Does not apply,3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,819
E12000003,Yorkshire and The Humber,-8,Does not apply,3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,604
E12000003,Yorkshire and The Humber,-8,Does not apply,3,Mixed or Multiple ethnic groups,9,L15: Full-time students,2999
E12000003,Yorkshire and The Humber,-8,Does not apply,4,White,-8,Does not apply,56524
E12000003,Yorkshire and The Humber,-8,Does not apply,4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",33524
E12000003,Yorkshire and The Humber,-8,Does not apply,4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",58607
E12000003,Yorkshire and The Humber,-8,Does not apply,4,White,3,L7: Intermediate occupations,32562
E12000003,Yorkshire and The Humber,-8,Does not apply,4,White,4,L8 and L9: Small employers and own account workers,22661
E12000003,Yorkshire and The Humber,-8,Does not apply,4,White,5,L10 and L11: Lower supervisory and technical occupations,17255
E12000003,Yorkshire and The Humber,-8,Does not apply,4,White,6,L12: Semi-routine occupations,32484
