Countries code,Countries label,Migration Country (inflow) (5 categories) code,Migration Country (inflow) (5 categories) label,Ethnic group (6 categories) code,Ethnic group (6 categories) label,National Statistics Socio-economic Classification (NS-SeC) (10 categories) code,National Statistics Socio-economic Classification (NS-SeC) (10 categories) label,Count
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",3,Mixed or Multiple ethnic groups,9,L15: Full-time students,842
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,-8,Does not apply,3690
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",8866
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",10736
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,3,L7: Intermediate occupations,5412
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,4,L8 and L9: Small employers and own account workers,3160
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,5,L10 and L11: Lower supervisory and technical occupations,2004
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,6,L12: Semi-routine occupations,4256
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,7,L13: Routine occupations,4074
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,2531
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",4,White,9,L15: Full-time students,18716
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,-8,Does not apply,352
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",258
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",139
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,3,L7: Intermediate occupations,90
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,4,L8 and L9: Small employers and own account workers,91
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,39
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,6,L12: Semi-routine occupations,90
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,7,L13: Routine occupations,103
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,367
E92000001,England,3,"Inflow: lived elsewhere one year ago outside the area, but within the associated area",5,Other ethnic group,9,L15: Full-time students,431
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,-8,Does not apply,0
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,3,L7: Intermediate occupations,0
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,6,L12: Semi-routine occupations,0
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,7,L13: Routine occupations,0
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,-8,Does not apply,9,L15: Full-time students,0
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,24183
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",16314
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",18234
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,4999
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,4043
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,1811
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,4675
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,6621
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,22361
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,53959
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,10245
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",3705
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",5366
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,1643
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,1382
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,607
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,2261
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,3036
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,5658
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,12659
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,-8,Does not apply,5666
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2413
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2494
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,1063
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,1255
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,376
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,813
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,1659
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,1683
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,3,Mixed or Multiple ethnic groups,9,L15: Full-time students,5137
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,4,White,-8,Does not apply,27667
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",41094
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",41993
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,4,White,3,L7: Intermediate occupations,16904
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,4,White,4,L8 and L9: Small employers and own account workers,22807
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,4,White,5,L10 and L11: Lower supervisory and technical occupations,7763
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,4,White,6,L12: Semi-routine occupations,14575
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,4,White,7,L13: Routine occupations,27407
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,15401
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,4,White,9,L15: Full-time students,45900
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,-8,Does not apply,8107
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4377
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",3235
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,3,L7: Intermediate occupations,1446
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,4,L8 and L9: Small employers and own account workers,2161
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,703
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,6,L12: Semi-routine occupations,1269
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,7,L13: Routine occupations,3086
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,7691
E92000001,England,4,Inflow: lived elsewhere one year ago outside the UK,5,Other ethnic group,9,L15: Full-time students,8849
W92000004,Wales,-8,Does not apply,-8,Does not apply,-8,Does not apply,0
W92000004,Wales,-8,Does not apply,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,-8,Does not apply,3,L7: Intermediate occupations,0
W92000004,Wales,-8,Does not apply,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
W92000004,Wales,-8,Does not apply,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
W92000004,Wales,-8,Does not apply,-8,Does not apply,6,L12: Semi-routine occupations,0
W92000004,Wales,-8,Does not apply,-8,Does not apply,7,L13: Routine occupations,0
W92000004,Wales,-8,Does not apply,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
W92000004,Wales,-8,Does not apply,-8,Does not apply,9,L15: Full-time students,0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,0
W92000004,Wales,-8,Does not apply,1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,0
W92000004,Wales,-8,Does not apply,2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,0
W92000004,Wales,-8,Does not apply,3,Mixed or Multiple ethnic groups,9,L15: Full-time students,0
W92000004,Wales,-8,Does not apply,4,White,-8,Does not apply,0
W92000004,Wales,-8,Does not apply,4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,4,White,3,L7: Intermediate occupations,0
W92000004,Wales,-8,Does not apply,4,White,4,L8 and L9: Small employers and own account workers,0
W92000004,Wales,-8,Does not apply,4,White,5,L10 and L11: Lower supervisory and technical occupations,0
W92000004,Wales,-8,Does not apply,4,White,6,L12: Semi-routine occupations,0
W92000004,Wales,-8,Does not apply,4,White,7,L13: Routine occupations,0
W92000004,Wales,-8,Does not apply,4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,0
W92000004,Wales,-8,Does not apply,4,White,9,L15: Full-time students,0
W92000004,Wales,-8,Does not apply,5,Other ethnic group,-8,Does not apply,0
W92000004,Wales,-8,Does not apply,5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
W92000004,Wales,-8,Does not apply,5,Other ethnic group,3,L7: Intermediate occupations,0
W92000004,Wales,-8,Does not apply,5,Other ethnic group,4,L8 and L9: Small employers and own account workers,0
W92000004,Wales,-8,Does not apply,5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,0
W92000004,Wales,-8,Does not apply,5,Other ethnic group,6,L12: Semi-routine occupations,0
W92000004,Wales,-8,Does not apply,5,Other ethnic group,7,L13: Routine occupations,0
W92000004,Wales,-8,Does not apply,5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,0
W92000004,Wales,-8,Does not apply,5,Other ethnic group,9,L15: Full-time students,0
W92000004,Wales,1,Lived at the same address one year ago,-8,Does not apply,-8,Does not apply,0
W92000004,Wales,1,Lived at the same address one year ago,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
W92000004,Wales,1,Lived at the same address one year ago,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
W92000004,Wales,1,Lived at the same address one year ago,-8,Does not apply,3,L7: Intermediate occupations,0
W92000004,Wales,1,Lived at the same address one year ago,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
W92000004,Wales,1,Lived at the same address one year ago,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
W92000004,Wales,1,Lived at the same address one year ago,-8,Does not apply,6,L12: Semi-routine occupations,0
W92000004,Wales,1,Lived at the same address one year ago,-8,Does not apply,7,L13: Routine occupations,0
W92000004,Wales,1,Lived at the same address one year ago,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
W92000004,Wales,1,Lived at the same address one year ago,-8,Does not apply,9,L15: Full-time students,0
W92000004,Wales,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,17116
W92000004,Wales,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",6791
W92000004,Wales,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",8104
W92000004,Wales,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,4420
W92000004,Wales,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,6561
W92000004,Wales,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,2945
W92000004,Wales,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,5455
W92000004,Wales,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,4952
W92000004,Wales,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,7620
W92000004,Wales,1,Lived at the same address one year ago,1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,8322
W92000004,Wales,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,5685
W92000004,Wales,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1356
W92000004,Wales,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2420
W92000004,Wales,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",3,L7: Intermediate occupations,1234
W92000004,Wales,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",4,L8 and L9: Small employers and own account workers,1205
W92000004,Wales,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",5,L10 and L11: Lower supervisory and technical occupations,550
W92000004,Wales,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",6,L12: Semi-routine occupations,1955
W92000004,Wales,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",7,L13: Routine occupations,1971
W92000004,Wales,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",8,L14.1 and L14.2: Never worked and long-term unemployed,2193
W92000004,Wales,1,Lived at the same address one year ago,2,"Black, Black British, Black Welsh, Caribbean or African",9,L15: Full-time students,3000
W92000004,Wales,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,-8,Does not apply,16867
W92000004,Wales,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2238
W92000004,Wales,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",3873
W92000004,Wales,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,3,L7: Intermediate occupations,2346
W92000004,Wales,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,4,L8 and L9: Small employers and own account workers,1973
W92000004,Wales,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,5,L10 and L11: Lower supervisory and technical occupations,1085
W92000004,Wales,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,6,L12: Semi-routine occupations,2737
W92000004,Wales,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,7,L13: Routine occupations,2690
W92000004,Wales,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,8,L14.1 and L14.2: Never worked and long-term unemployed,2507
W92000004,Wales,1,Lived at the same address one year ago,3,Mixed or Multiple ethnic groups,9,L15: Full-time students,3702
W92000004,Wales,1,Lived at the same address one year ago,4,White,-8,Does not apply,429229
W92000004,Wales,1,Lived at the same address one year ago,4,White,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",223523
W92000004,Wales,1,Lived at the same address one year ago,4,White,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",438335
W92000004,Wales,1,Lived at the same address one year ago,4,White,3,L7: Intermediate occupations,263687
W92000004,Wales,1,Lived at the same address one year ago,4,White,4,L8 and L9: Small employers and own account workers,229098
W92000004,Wales,1,Lived at the same address one year ago,4,White,5,L10 and L11: Lower supervisory and technical occupations,142818
W92000004,Wales,1,Lived at the same address one year ago,4,White,6,L12: Semi-routine occupations,298138
W92000004,Wales,1,Lived at the same address one year ago,4,White,7,L13: Routine occupations,301403
W92000004,Wales,1,Lived at the same address one year ago,4,White,8,L14.1 and L14.2: Never worked and long-term unemployed,187253
W92000004,Wales,1,Lived at the same address one year ago,4,White,9,L15: Full-time students,118377
W92000004,Wales,1,Lived at the same address one year ago,5,Other ethnic group,-8,Does not apply,5607
W92000004,Wales,1,Lived at the same address one year ago,5,Other ethnic group,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1622
W92000004,Wales,1,Lived at the same address one year ago,5,Other ethnic group,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1663
W92000004,Wales,1,Lived at the same address one year ago,5,Other ethnic group,3,L7: Intermediate occupations,858
W92000004,Wales,1,Lived at the same address one year ago,5,Other ethnic group,4,L8 and L9: Small employers and own account workers,1617
W92000004,Wales,1,Lived at the same address one year ago,5,Other ethnic group,5,L10 and L11: Lower supervisory and technical occupations,679
W92000004,Wales,1,Lived at the same address one year ago,5,Other ethnic group,6,L12: Semi-routine occupations,1177
W92000004,Wales,1,Lived at the same address one year ago,5,Other ethnic group,7,L13: Routine occupations,1584
W92000004,Wales,1,Lived at the same address one year ago,5,Other ethnic group,8,L14.1 and L14.2: Never worked and long-term unemployed,3175
W92000004,Wales,1,Lived at the same address one year ago,5,Other ethnic group,9,L15: Full-time students,3020
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",-8,Does not apply,-8,Does not apply,0
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",-8,Does not apply,3,L7: Intermediate occupations,0
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",-8,Does not apply,6,L12: Semi-routine occupations,0
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",-8,Does not apply,7,L13: Routine occupations,0
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",-8,Does not apply,9,L15: Full-time students,0
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",1,"Asian, Asian British or Asian Welsh",-8,Does not apply,1394
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",1,"Asian, Asian British or Asian Welsh",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",789
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",1,"Asian, Asian British or Asian Welsh",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",777
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",1,"Asian, Asian British or Asian Welsh",3,L7: Intermediate occupations,322
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",1,"Asian, Asian British or Asian Welsh",4,L8 and L9: Small employers and own account workers,390
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",1,"Asian, Asian British or Asian Welsh",5,L10 and L11: Lower supervisory and technical occupations,194
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",1,"Asian, Asian British or Asian Welsh",6,L12: Semi-routine occupations,473
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",1,"Asian, Asian British or Asian Welsh",7,L13: Routine occupations,404
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",1,"Asian, Asian British or Asian Welsh",8,L14.1 and L14.2: Never worked and long-term unemployed,585
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",1,"Asian, Asian British or Asian Welsh",9,L15: Full-time students,2816
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,556
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",2,"Black, Black British, Black Welsh, Caribbean or African",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",181
W92000004,Wales,2,"Inflow: lived elsewhere one year ago, but within the same area",2,"Black, Black British, Black Welsh, Caribbean or African",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",209
